Nombre,Provincia,Término_M,Duchas,Aseos,Acceso_dis,Bandera_az,Longitud,X,Y,Grado_ocup,Grado_urba
Punta de las Piedras,Cádiz,Chiclana de la Frontera,No,No,No,No,1.400 metros,-690670.648699999,4353381.229,Bajo,Aislada
Camarón,Cádiz,Chipiona,Sí,Sí,Sí,Sí,1.500 metros,-716318.659400001,4399205.6055,Medio,Semiurbana
Cruz del Mar,Cádiz,Chipiona,Sí,Sí,Sí,Sí,700 metros,-716240.7357,4403358.4788,Alto,Urbana
De Regla,Cádiz,Chipiona,Sí,Sí,Sí,Sí,1.250 metros,-716808.465100002,4400830.4503,Alto,Urbana
Las Canteras,Cádiz,Chipiona,Sí,Sí,No,Sí,400 metros,-717064.499899998,4402219.4028,Alto,Urbana
Montijo,Cádiz,Chipiona,No,No,No,No,2.100 metros,-712589.4564,4405845.4213,Bajo,Semiurbana
Cala del Aceite,Cádiz,Conil de la Frontera,Sí,Sí,No,No,450 metros,-682533.1939,4341524.0101,Medio,Semiurbana
Calas de Poniente,Cádiz,Conil de la Frontera,No,No,No,No,600 metros,-683846.763900001,4341579.2583,Medio,Semiurbana
Calas del Quinto y Camacho,Cádiz,Conil de la Frontera,No,No,No,No,600 metros,-680752.081999999,4341192.5273,Medio,Aislada
Castilnovo,Cádiz,Conil de la Frontera,No,No,No,No,2.600 metros,-677100.8028,4335834.9695,Bajo,Aislada
Fuente del Gallo,Cádiz,Conil de la Frontera,No,Sí,No,No,1.000 metros,-680084.165100001,4340612.457,Medio,Semiurbana
La Fontanilla,Cádiz,Conil de la Frontera,Sí,Sí,Sí,Sí,1.200 metros,-678959.838199999,4339272.8899,Alto,Semiurbana
Los Bateles,Cádiz,Conil de la Frontera,Sí,Sí,Sí,Sí,850 metros,-678180.601799998,4338182.0254,Medio,Urbana
Roche,Cádiz,Conil de la Frontera,No,Sí,Sí,Sí,2.200 metros,-685015.618500002,4343678.897,Medio,Semiurbana
Fuentebravía,Cádiz,El Puerto de Santa María,Sí,Sí,Sí,Sí,700 metros,-699776.583000001,4384912.0767,Alto,Semiurbana
La Muralla,Cádiz,El Puerto de Santa María,Sí,Sí,No,Sí,245 metros,-697149.443,4380849.5431,Medio,Semiurbana
La Puntilla,Cádiz,El Puerto de Santa María,Sí,Sí,Sí,Sí,1.300 metros,-694978.713,4381542.699,Alto,Urbana
Playa de Levante,Cádiz,El Puerto de Santa María,No,No,No,No,4.300 metros,-693130.8094,4376234.2687,Bajo,Aislada
Santa Catalina,Cádiz,El Puerto de Santa María,Sí,Sí,No,Sí,3.000 metros,-698730.1798,4383511.5069,Alto,Urbana
Valdelagrana,Cádiz,El Puerto de Santa María,Sí,Sí,Sí,Sí,1.880 metros,-693264.3928,4380586.1556,Alto,Urbana
El Burgo,Cádiz,La Línea de la Concepción,Sí,Sí,Sí,No,1.250 metros,-593388.545699999,4327610.4985,Alto,Semiurbana
La Alcaidesa,Cádiz,San Roque,Sí,Sí,Sí,Sí,1.400 metros,-591473.850400001,4333046.7788,Alto,Urbana
La Atunara,Cádiz,La Línea de la Concepción,Sí,Sí,Sí,No,2.000 metros,-593767.0319,4325913.946,Medio,Aislada
La Atunara,Cádiz,La Línea de la Concepción,Sí,Sí,Sí,No,2.000 metros,-594067.594599999,4324300.3994,Alto,Urbana
La Hacienda,Cádiz,San Roque,No,No,No,No,1.400 metros,-592308.746599998,4331294.1762,Alto,Semiurbana
Playa de Levante,Cádiz,La Línea de la Concepción,Sí,Sí,Sí,No,900 metros,-594223.4419,4322962.8554,Alto,Urbana
Playa de Poniente,Cádiz,La Línea de la Concepción,Sí,Sí,Sí,No,800 metros,-596472.095600002,4323004.2202,Alto,Urbana
Palmones,Cádiz,Los Barrios,Sí,Sí,Sí,No,750 metros,-604208.8002,4324769.2684,Alto,Urbana
La Cachucha,Cádiz,Puerto Real,Sí,Sí,Sí,No,370 metros,-688421.995000001,4373144.671,Medio,Urbana
Aguadulce,Cádiz,Rota,No,No,No,No,800 metros,-711843.615800001,4390294.1903,Bajo,Aislada
El Rompidillo,Cádiz,Rota,Sí,Sí,Sí,Sí,1.700 metros,-706433.488600001,4387061.8229,Medio,Urbana
La Ballena,Cádiz,Rota,Sí,Sí,Sí,Sí,4.500 metros,-713480.0123,4393236.0782,Medio,Semiurbana
La Costilla,Cádiz,Rota,Sí,Sí,Sí,Sí,1.300 metros,-708504.031100001,4386243.4815,Alto,Urbana
Piedras Gordas,Cádiz,Rota,Sí,Sí,No,No,1.000 metros,-710340.802700002,4387131.1767,Bajo,Aislada
Punta Candor,Cádiz,Rota,Sí,Sí,Sí,Sí,1.500 metros,-711665.5046,4388116.0499,Medio,Aislada
Camposoto,Cádiz,San Fernando,Sí,Sí,Sí,Sí,3.650 metros,-694244.004299998,4361279.4729,Medio,Aislada
El Castillo,Cádiz,San Fernando,No,No,Sí,Sí,1.650 metros,-692384.968800001,4356783.2633,Bajo,Aislada
Campamento,Cádiz,San Roque,Sí,Sí,Sí,No,1.200 metros,-599433.193999998,4325403.6531,Medio,Urbana
El Cabrero,Cádiz,San Roque,Sí,Sí,Sí,Sí,900 metros,-585072.979699999,4343457.8631,Bajo,Aislada
Guadalquitón,Cádiz,San Roque,No,No,No,No,2.200 metros,-589080.481400002,4336290.5345,Bajo,Aislada
Guadarranque,Cádiz,San Roque,Sí,Sí,Sí,No,600 metros,-602372.0286,4325596.734,Alto,Semiurbana
Sotogrande,Cádiz,San Roque,Sí,Sí,Sí,No,2.250 metros,-588212.189399999,4338168.2177,Alto,Semiurbana
Torrecarbonera,Cádiz,San Roque,Sí,Sí,Sí,No,1.350 metros,-589592.550999999,4334606.4204,Medio,Aislada
Torreguadiaro,Cádiz,San Roque,Sí,Sí,Sí,Sí,1.300 metros,-586742.772100002,4340612.457,Alto,Semiurbana
Bajo de Guía,Cádiz,Sanlúcar de Barrameda,Sí,No,Sí,No,800 metros,-706611.599800002,4410056.4851,Medio,Urbana
La Calzada,Cádiz,Sanlúcar de Barrameda,Sí,Sí,Sí,No,2.300 metros,-708359.3158,4408833.2983,Alto,Urbana
La Jara,Cádiz,Sanlúcar de Barrameda,Sí,Sí,No,No,1.550 metros,-710396.462400001,4407193.3365,Medio,Urbana
Bonanza,Cádiz,Sanlúcar de Barrameda,No,No,No,No,1.200 metros,-705709.911899999,4410723.7371,Bajo,Semiurbana
Atlanterra,Cádiz,Tarifa,Sí,Sí,No,No,2.900 metros,-649348.853700001,4316842.6001,Alto,Semiurbana
Bolonia,Cádiz,Tarifa,Sí,Sí,No,No,3.800 metros,-641979.503400002,4312254.6795,Alto,Aislada
El Cañuelo,Cádiz,Tarifa,No,No,No,No,800 metros,-645241.164500002,4311400.6867,Medio,Semiurbana
Los Alemanes,Cádiz,Tarifa,Sí,Sí,Sí,No,1.500 metros,-647333.970899999,4314045.5283,Alto,Semiurbana
Los Lances Norte,Cádiz,Tarifa,Sí,Sí,No,No,4.600 metros,-627340.990400001,4306415.8143,Alto,Aislada
Los Lances Sur,Cádiz,Tarifa,Sí,Sí,Sí,No,2.650 metros,-624836.301800001,4302878.2213,Alto,Semiurbana
Playa Chica,Cádiz,Tarifa,Sí,Sí,Sí,No,400 metros,-624123.857099999,4301777.2605,Alto,Urbana
Valdevaqueros,Cádiz,Tarifa,Sí,Sí,No,No,4.050 metros,-632027.540899999,4309155.8333,Alto,Semiurbana
El Palmar,Cádiz,Vejer de la Frontera,Sí,Sí,Sí,Sí,3.300 metros,-675297.427000001,4331721.9506,Medio,Semiurbana
Cala Chilches,Granada,Albuñol,No,No,No,No,300 metros,-356200.106600001,4404372.6367,Bajo,Aislada
El Cuervo,Granada,Albuñol,No,No,No,No,250 metros,-358070.274099998,4403858.5994,Bajo,Aislada
El Gaiterillo,Granada,Albuñol,No,No,No,No,300 metros,-358793.8508,4404275.3845,Bajo,Aislada
La Playiya,Granada,Albuñol,No,No,No,No,240 metros,-354697.293499999,4404344.8502,Bajo,Aislada
El Ruso,Granada,Albuñol,No,No,No,No,200 metros,-354185.223900001,4404205.9192,Bajo,Aislada
La Rábita,Granada,Albuñol,Sí,Sí,Sí,No,1.000 metros,-353161.0845,4404039.2042,Medio,Urbana
Pozuelo,Granada,Albuñol,Sí,Sí,No,No,1.000 metros,-350556.208500002,4403747.4594,Medio,Semiurbana
Cabria,Granada,Almuñécar,Sí,Sí,No,No,190 metros,-406527.648400001,4403677.9976,Medio,Semiurbana
Calabajío,Granada,Almuñécar,Sí,Sí,No,No,170 metros,-407050.850000001,4403858.5994,Medio,Semiurbana
Calaíza,Granada,Almuñécar,No,No,No,No,55 metros,-418772.792399999,4402247.1837,Bajo,Aislada
Caletilla,Granada,Almuñécar,Sí,No,Sí,No,240 metros,-411080.615600001,4401483.2354,Alto,Urbana
Cantarriján,Granada,Almuñécar,No,No,Sí,No,380 metros,-420331.265299998,4402524.9966,Medio,Aislada
Cotobro,Granada,Almuñécar,Sí,No,Sí,No,390 metros,-413563.040199999,4401969.378,Alto,Urbana
Oriñón,Cantabria,Castro-Urdiales,Sí,Sí,Sí,No,1.100 metros,-369803.3484,5373055.4717,Alto,Urbana
Comillas,Cantabria,Comillas,Sí,Sí,Sí,Sí,900 metros,-477260.052900001,5371462.2104,Alto,Urbana
La Salvé,Cantabria,Laredo,Sí,Sí,Sí,No,4.250 metros,-382182.075800002,5375323.2768,Alto,Urbana
Regatón,Cantabria,Laredo,No,No,No,No,2.900 metros,-384497.521200001,5376258.1416,Bajo,Semiurbana
Aila,Cantabria,Laredo,No,No,No,No,50 metros,-378564.192299999,5375430.5516,Bajo,Aislada
Sonabia,Cantabria,Liendo,No,No,No,No,150 metros,-371261.633699998,5374848.2177,Medio,Aislada
San Julián,Cantabria,Liendo,No,No,No,No,100 metros,-375246.8715,5375001.4599,Bajo,Aislada
El Rostro,Cantabria,Marina de Cudeyo,Sí,No,Sí,No,200 metros,-419830.327599999,5380259.2007,Bajo,Semiurbana
Mogro,Cantabria,Miengo,Sí,Sí,Sí,No,400 metros,-442227.809099998,5378940.6534,Alto,Urbana
Robayera,Cantabria,Miengo,No,No,No,No,150 metros,-443385.531800002,5379737.8922,Bajo,Aislada
Usgo,Cantabria,Miengo,Sí,No,No,No,350 metros,-445367.018800002,5379032.639,Bajo,Aislada
Los Caballos,Cantabria,Miengo,No,No,No,No,220 metros,-447793.7837,5379523.2442,Bajo,Aislada
Ris,Cantabria,Noja,Sí,Sí,Sí,Sí,2.200 metros,-392790.8233,5387130.9461,Alto,Urbana
Somocuevas,Cantabria,Piélagos,No,No,No,No,100 metros,-439133.127300002,5383663.7593,Bajo,Aislada
Canallave,Cantabria,Piélagos,Sí,No,No,No,250 metros,-441081.218400002,5381041.2185,Medio,Aislada
Valdearenas,Cantabria,Piélagos,Sí,No,Sí,No,2.800 metros,-442216.677200001,5380105.8716,Medio,Aislada
La Arnía,Cantabria,Piélagos,No,No,No,No,150 metros,-435960.5218,5384354.025,Bajo,Aislada
Portio,Cantabria,Piélagos,No,No,No,No,150 metros,-437530.126600001,5383786.4695,Bajo,Semiurbana
Cerrias,Cantabria,Piélagos,No,No,No,No,40 metros,-438209.175500002,5383556.3893,Bajo,Semiurbana
Galizano,Cantabria,Ribamontán al Mar,No,No,Sí,No,150 metros,-408809.697999999,5385274.4591,Medio,Aislada
Arenilla,Cantabria,Ribamontán al Mar,No,No,No,No,80 metros,-409778.1776,5384967.6376,Bajo,Aislada
Langre I,Cantabria,Ribamontán al Mar,No,No,No,No,800 metros,-410813.448800001,5384584.125,Bajo,Aislada
Langre II,Cantabria,Ribamontán al Mar,No,No,No,No,50 metros,-411370.046300001,5384860.2525,Bajo,Aislada
Los Tranquilos,Cantabria,Ribamontán al Mar,No,No,No,No,200 metros,-414787.5546,5383541.0508,Bajo,Aislada
Loredo,Cantabria,Ribamontán al Mar,Sí,No,Sí,No,1.400 metros,-414820.9505,5382758.8222,Medio,Aislada
Somo,Cantabria,Ribamontán al Mar,Sí,Sí,Sí,No,2.000 metros,-416824.701299999,5381746.6244,Medio,Semiurbana
El Puntal,Cantabria,Ribamontán al Mar,No,No,No,No,4.500 metros,-419273.730099998,5381884.6448,Bajo,Aislada
El Cabo,Cantabria,San Vicente de la Barquera,Sí,No,No,No,900 metros,-483104.326099999,5373607.049,Medio,Aislada
Merón,Cantabria,San Vicente de la Barquera,Sí,Sí,Sí,Sí,3.000 metros,-487779.744800001,5371600.0779,Medio,Semiurbana
El Tostadero,Cantabria,San Vicente de la Barquera,Sí,Sí,Sí,No,180 metros,-488314.078299999,5370987.3488,Alto,Semiurbana
La Maza,Cantabria,San Vicente de la Barquera,Sí,No,No,No,150 metros,-488636.904800002,5370497.1946,Bajo,Semiurbana
La Fuente,Cantabria,San Vicente de la Barquera,No,No,No,No,150 metros,-493189.872000001,5372136.2491,Bajo,Aislada
San Juan de la Canal,Cantabria,Santa Cruz de Bezana,Sí,Sí,Sí,No,200 metros,-433422.437399998,5384369.3648,Medio,Semiurbana
Covachos,Cantabria,Santa Cruz de Bezana,No,No,No,No,50 metros,-435415.056299999,5384154.6096,Bajo,Aislada
La Magdalena,Cantabria,Santander,Sí,Sí,Sí,No,900 metros,-420453.716699999,5383264.9626,Alto,Urbana
Los Peligros,Cantabria,Santander,Sí,Sí,Sí,No,200 metros,-420776.543200001,5383019.5578,Alto,Urbana
Los Bikinis,Cantabria,Santander,Sí,Sí,Sí,No,250 metros,-419496.369100001,5383403.0057,Alto,Urbana
El Camello,Cantabria,Santander,Sí,Sí,Sí,No,200 metros,-420219.945799999,5383679.098,Alto,Urbana
La Concha,Cantabria,Santander,Sí,Sí,Sí,No,180 metros,-420676.355700001,5384062.5732,Alto,Urbana
Sardinero I,Cantabria,Santander,Sí,Sí,Sí,No,400 metros,-420988.050299998,5384231.3073,Alto,Urbana
Sardinero II,Cantabria,Santander,Sí,Sí,Sí,No,800 metros,-421522.3838,5384844.9118,Alto,Urbana
Molinucos,Cantabria,Santander,No,No,No,No,25 metros,-421299.744899999,5385872.7904,Bajo,Aislada
Mataleñas,Cantabria,Santander,Sí,No,No,No,125 metros,-421622.571400002,5386271.6993,Alto,Aislada
El Bocal,Cantabria,Santander,No,No,No,No,200 metros,-425785.920299999,5386578.564,Bajo,Aislada
La Maruca,Cantabria,Santander,Sí,Sí,Sí,No,400 metros,-426932.511100002,5385458.5569,Medio,Semiurbana
Virgen del Mar,Cantabria,Santander,Sí,No,Sí,No,400 metros,-431507.742199998,5384860.2525,Medio,Aislada
Santa Justa,Cantabria,Santillana del Mar,Sí,Sí,No,No,100 metros,-456231.801100001,5376779.2546,Bajo,Aislada
San Martín,Cantabria,Santoña,Sí,Sí,Sí,No,1.000 metros,-384174.694699999,5379078.6321,Alto,Urbana
Berria,Cantabria,Santoña,Sí,Sí,Sí,Sí,2.000 metros,-385688.639800001,5382912.1952,Medio,Semiurbana
La Riberuca,Cantabria,Suances,Sí,No,No,No,300 metros,-449174.145399999,5377361.7097,Bajo,Aislada
La Ribera,Cantabria,Suances,Sí,No,Sí,No,130 metros,-449252.068999998,5377944.2013,Medio,Urbana
La Concha,Cantabria,Suances,Sí,No,Sí,No,1.000 metros,-449786.402600002,5378388.759,Alto,Urbana
Los Locos,Cantabria,Suances,Sí,Sí,No,Sí,350 metros,-450632.4307,5378802.6767,Medio,Semiurbana
El Sable,Cantabria,Suances,Sí,Sí,Sí,Sí,200 metros,-455686.3356,5377285.0688,Medio,Aislada
Barnejo,Cantabria,Val de San Vicente,Sí,No,Sí,No,40 metros,-494392.122499999,5372090.2904,Bajo,Aislada
El Sable,Cantabria,Val de San Vicente,No,No,No,No,340 metros,-498021.137899999,5370098.9634,Bajo,Aislada
La Picordia,Barcelona,Arenys de Mar,Sí,Sí,Sí,No,500 metros,283185.652600002,5097497.8218,Bajo,Urbana
El Cavaió,Barcelona,Arenys de Mar,Sí,Sí,Sí,No,900 metros,285734.868999999,5098435.3386,Alto,Urbana
Platja de la Mora,Barcelona,Badalona,Sí,Sí,No,No,580 metros,249400.187199999,5076078.8911,Medio,Urbana
Platja del Coco,Barcelona,Badalona,Sí,Sí,No,No,170 metros,249867.728999998,5077207.3608,Alto,Urbana
Platja del Pont de Petroli,Barcelona,Badalona,Sí,No,Sí,No,420 metros,250101.5,5077652.8457,Medio,Semiurbana
Carchuna,Granada,Motril,Sí,Sí,Sí,No,3.000 metros,-382404.7148,4396720.2107,Medio,Urbana
Granada,Granada,Motril,Sí,Sí,Sí,Sí,1.389 metros,-396219.463599999,4399719.4186,Alto,Urbana
La Chucha,Granada,Motril,Sí,Sí,Sí,No,996 metros,-384864.875500001,4396886.8112,Medio,Semiurbana
La Joya,Granada,Torrenueva Costa,No,No,No,No,300 metros,-386712.779100001,4396859.0443,Bajo,Aislada
Poniente,Granada,Motril,Sí,Sí,Sí,No,1.795 metros,-394226.844700001,4400191.5929,Medio,Urbana
Torrenueva,Granada,Torrenueva Costa,Sí,Sí,Sí,Sí,1.700 metros,-388115.4047,4397483.8179,Alto,Urbana
Castillo de Baños,Granada,Polopos,Sí,No,No,No,350 metros,-367354.319600001,4402941.7295,Bajo,Semiurbana
La Mamola,Granada,Polopos,Sí,Sí,No,No,1.400 metros,-364871.895,4403858.5994,Medio,Urbana
Casarones,Granada,Rubite,Sí,No,Sí,No,450 metros,-368033.368500002,4402719.4699,Bajo,Semiurbana
El Lance,Granada,Rubite,Sí,No,Sí,No,500 metros,-368935.056400001,4403080.6441,Medio,Semiurbana
El Caletón,Granada,Salobreña,No,No,No,No,30 metros,-401696.3825,4403469.6147,Bajo,Semiurbana
El Cambrón,Granada,Salobreña,No,No,No,No,100 metros,-403499.758299999,4403219.5606,Bajo,Aislada
La Charca,Granada,Salobreña,Sí,Sí,Sí,No,1.800 metros,-399191.693999998,4401538.7935,Alto,Urbana
La Guardia,Granada,Salobreña,Sí,Sí,No,No,1.100 metros,-400338.284699999,4403025.0781,Medio,Semiurbana
Punta del Río,Granada,Salobreña,No,No,No,No,1.200 metros,-397700.012800001,4400372.1357,Bajo,Aislada
Las Cañas,Granada,Sorvilán,No,No,No,No,600 metros,-360830.997499999,4404775.5481,Bajo,Aislada
Los Yesos,Granada,Sorvilán,Sí,No,Sí,No,210 metros,-363680.7764,4404358.7434,Bajo,Semiurbana
Melicena,Granada,Sorvilán,Sí,Sí,Sí,No,500 metros,-360229.872200001,4404497.6765,Bajo,Urbana
Castilla,Huelva,Almonte,No,No,No,No,17.000 metros,-744504.7544,4448840.4779,Bajo,Aislada
Matalascañas,Huelva,Almonte,Sí,Sí,Sí,No,4.200 metros,-729120.400800001,4438479.5637,Alto,Urbana
Isla Canela,Huelva,Ayamonte,Sí,Sí,Sí,Sí,1.600 metros,-821137.091899998,4463108.563,Alto,Urbana
Punta del Moral,Huelva,Ayamonte,Sí,Sí,Sí,Sí,1.700 metros,-817252.041700002,4464491.7209,Alto,Urbana
Espigón,Huelva,Huelva,No,No,No,No,3.000 metros,-768750.1395,4460412.6247,Bajo,Aislada
Redondela,Huelva,Isla Cristina,Sí,Sí,Sí,No,1.220 metros,-809003.2674,4467412.3163,Medio,Aislada
La Antilla,Huelva,Lepe,Sí,Sí,Sí,No,3.000 metros,-803492.952599999,4467705.818,Alto,Urbana
Nueva Umbría,Huelva,Lepe,No,No,No,No,12.000 metros,-797147.741599999,4468069.2123,Bajo,Aislada
Mazagón,Huelva,Palos de la Frontera,Sí,Sí,Sí,No,9.000 metros,-759477.225900002,4457144.8967,Alto,Urbana
El Portil,Huelva,Punta Umbría,Sí,Sí,Sí,No,3.600 metros,-784635.4309,4468208.9827,Alto,Urbana
La Bota,Huelva,Punta Umbría,Sí,Sí,No,No,3.800 metros,-780739.2487,4466839.3128,Alto,Aislada
Punta Umbría,Huelva,Punta Umbría,Sí,Sí,Sí,No,3.800 metros,-775295.7256,4463765.1911,Alto,Urbana
Arroyo de la Miel,Málaga,Benalmádena,Sí,Sí,Sí,No,600 metros,-504577.855900001,4381501.1084,Alto,Urbana
Arroyo Hondo,Málaga,Benalmádena,Sí,Sí,No,No,620 metros,-507906.308699999,4380516.8441,Alto,Semiurbana
Bil Bil,Málaga,Benalmádena,Sí,Sí,Sí,No,450 metros,-504154.841899998,4381930.886,Alto,Urbana
Carvajal,Málaga,Benalmádena,Sí,Sí,Sí,No,670 metros,-510811.747400001,4379643.5586,Alto,Semiurbana
La Morera,Málaga,Benalmádena,No,No,No,No,360 metros,-509442.517700002,4380128.7084,Bajo,Semiurbana
La Perla,Málaga,Benalmádena,No,No,No,No,120 metros,-509119.691100001,4380239.6029,Bajo,Semiurbana
La Viborilla,Málaga,Benalmádena,Sí,Sí,No,No,90 metros,-507193.864,4380766.3674,Medio,Semiurbana
Arroyo Vaquero,Málaga,Estepona,No,No,Sí,Sí,2.500 metros,-576991.184700001,4357184.3871,Medio,Urbana
Bahía Dorada,Málaga,Estepona,No,No,No,No,650 metros,-578460.602000002,4355331.0438,Bajo,Urbana
Casasola,Málaga,Estepona,Sí,Sí,Sí,No,1.980 metros,-558389.697799999,4364393.3365,Medio,Semiurbana
El Cristo,Málaga,Estepona,Sí,Sí,Sí,Sí,1.100 metros,-574553.287799999,4357723.8531,Alto,Semiurbana
El Saladillo,Málaga,Estepona,Sí,Sí,Sí,No,2.500 metros,-561050.233600002,4364005.7843,Medio,Urbana
Guadalmansa,Málaga,Estepona,Sí,No,Sí,No,2.500 metros,-563855.4848,4362746.3361,Medio,Semiurbana
La Galera,Málaga,Estepona,No,No,No,No,1.000 metros,-579462.477400001,4354114.0967,Medio,Semiurbana
La Rada,Málaga,Estepona,Sí,Sí,Sí,No,2.300 metros,-572449.3495,4359273.2392,Alto,Urbana
Punta de la Plata,Málaga,Estepona,No,No,No,No,2.300 metros,-569822.2095,4359965.0016,Medio,Urbana
Baños del Carmen,Málaga,Málaga,Sí,Sí,Sí,No,450 metros,-487813.1406,4400288.8079,Medio,Urbana
Playa del Campo de Golf,Málaga,Málaga,Sí,Sí,Sí,No,2.200 metros,-497186.241700001,4391265.4788,Medio,Aislada
El Candado,Málaga,Málaga,Sí,No,Sí,No,125 metros,-483505.076299999,4399302.8115,Alto,Semiurbana
El Chanquete,Málaga,Málaga,Sí,Sí,Sí,No,615 metros,-484206.3891,4399719.4186,Alto,Urbana
El Palo,Málaga,Málaga,Sí,Sí,Sí,No,1.150 metros,-485297.320099998,4399886.066,Alto,Urbana
Fábrica del Cemento,Málaga,Málaga,Sí,No,No,No,170 metros,-481968.8673,4399205.6055,Medio,Urbana
Guadalhorce,Málaga,Málaga,No,No,No,No,1.400 metros,-495560.977200001,4393166.6848,Alto,Aislada
Guadalmar,Málaga,Málaga,Sí,No,No,No,400 metros,-496162.102400001,4392236.8556,Alto,Semiurbana
San Andrés,Málaga,Málaga,Sí,Sí,Sí,No,625 metros,-493423.642900001,4397830.9301,Alto,Urbana
La Araña,Málaga,Málaga,Sí,Sí,No,No,325 metros,-481367.7421,4399150.0597,Alto,Urbana
La Caleta,Málaga,Málaga,Sí,Sí,Sí,No,1.000 metros,-489516.3288,4400413.7999,Alto,Urbana
La Malagueta,Málaga,Málaga,Sí,Sí,Sí,No,1.200 metros,-490785.370999999,4399858.2912,Alto,Urbana
Sacaba,Málaga,Málaga,Sí,Sí,Sí,No,750 metros,-494681.553199999,4394929.4189,Alto,Urbana
Pedregalejo,Málaga,Málaga,Sí,Sí,Sí,No,1.100 metros,-486666.549899999,4400205.4807,Alto,Urbana
Peñón del Cuervo,Málaga,Málaga,Sí,No,Sí,No,300 metros,-482603.3884,4399177.8326,Alto,Aislada
La Misericordia,Málaga,Málaga,Sí,Sí,Sí,No,2.000 metros,-494280.802999999,4396262.0725,Alto,Urbana
Punta Chullera,Málaga,Manilva,Sí,Sí,No,No,850 metros,-583970.9168,4344079.5325,Alto,Semiurbana
La Duquesa,Málaga,Manilva,Sí,Sí,Sí,No,1.100 metros,-582267.728500001,4349496.482,Alto,Urbana
Las Arenas,Málaga,Manilva,No,No,No,No,1.100 metros,-583592.430500001,4344839.3993,Medio,Semiurbana
Los Toros,Málaga,Manilva,Sí,No,No,No,1.300 metros,-582735.270399999,4348128.1685,Bajo,Semiurbana
Sabinillas,Málaga,Manilva,Sí,Sí,Sí,No,1.900 metros,-581677.735199999,4351030.8585,Alto,Urbana
Artola,Málaga,Marbella,Sí,Sí,Sí,No,1.300 metros,-528455.886700001,4367591.1767,Alto,Aislada
Cortijo Blanco,Málaga,Marbella,Sí,Sí,No,No,560 metros,-553413.716499999,4366663.5665,Medio,Urbana
Costa Bella,Málaga,Marbella,Sí,No,Sí,No,570 metros,-535446.750700001,4369335.855,Alto,Semiurbana
El Alicate,Málaga,Marbella,Sí,Sí,Sí,No,850 metros,-536326.174699999,4369529.7257,Alto,Semiurbana
El Ancón,Málaga,Marbella,Sí,Sí,No,No,950 metros,-549417.346799999,4369612.8142,Medio,Semiurbana
El Cable,Málaga,Marbella,Sí,Sí,Sí,Sí,900 metros,-542047.9965,4370693.0233,Alto,Semiurbana
El Faro,Málaga,Marbella,Sí,Sí,Sí,Sí,280 metros,-544419.1017,4370554.5289,Alto,Urbana
El Pinillo,Málaga,Marbella,Sí,Sí,No,No,1.730 metros,-540211.2249,4370499.1316,Medio,Semiurbana
Fontanilla,Málaga,Marbella,Sí,Sí,Sí,No,750 metros,-544931.171300001,4370637.6254,Alto,Urbana
Guadalmina,Málaga,Marbella,Sí,Sí,Sí,Sí,1.600 metros,-556374.815000001,4364822.4286,Medio,Semiurbana
La Adelfa,Málaga,Marbella,Sí,Sí,Sí,No,680 metros,-537205.598700002,4369695.9034,Medio,Semiurbana
La Bajadilla,Málaga,Marbella,Sí,Sí,Sí,No,425 metros,-542905.156599998,4370706.8729,Alto,Urbana
La Víbora,Málaga,Marbella,Sí,Sí,No,No,850 metros,-531962.4507,4368311.1683,Alto,Semiurbana
Las Chapas,Málaga,Marbella,Sí,Sí,No,No,680 metros,-530971.707199998,4368034.2427,Medio,Semiurbana
Linda Vista,Málaga,Marbella,Sí,Sí,Sí,No,500 metros,-555328.411800001,4365639.135,Medio,Semiurbana
Los Monteros,Málaga,Marbella,No,No,Sí,No,550 metros,-536882.772100002,4369612.8142,Medio,Semiurbana
Nagüeles,Málaga,Marbella,Sí,Sí,Sí,No,500 metros,-547636.234999999,4370014.4177,Alto,Urbana
Marbella Club,Málaga,Marbella,Sí,Sí,Sí,Sí,1.600 metros,-545843.9912,4370512.9809,Alto,Urbana
Río Real,Málaga,Marbella,Sí,Sí,No,No,300 metros,-539187.0856,4370125.2075,Alto,Semiurbana
Río Verde,Málaga,Marbella,Sí,Sí,No,No,1.800 metros,-550942.423799999,4368158.8583,Alto,Urbana
San Pedro de Alcántara,Málaga,Marbella,Sí,Sí,Sí,Sí,1.400 metros,-554404.460000001,4366372.8395,Alto,Urbana
El Bombo,Málaga,Mijas,Sí,Sí,Sí,Sí,622 metros,-521988.224300001,4368934.2769,Alto,Urbana
El Chaparral,Málaga,Mijas,Sí,Sí,No,No,850 metros,-519260.8968,4370443.7347,Bajo,Semiurbana
La Butibamba,Málaga,Mijas,Sí,Sí,Sí,Sí,1.250 metros,-520886.1613,4369959.0232,Medio,Urbana
Burriana,Málaga,Nerja,Sí,Sí,Sí,No,800 metros,-430427.943100002,4404386.5299,Alto,Urbana
Playa del Marqués,Málaga,Nerja,Sí,No,No,No,700 metros,-421800.682599999,4403594.6439,Bajo,Aislada
Cala de la Torre del Pino,Málaga,Nerja,No,No,No,No,115 metros,-422780.294100001,4403775.2443,Bajo,Aislada
Calahonda,Málaga,Nerja,Sí,No,No,No,80 metros,-431374.158799998,4403608.5361,Medio,Urbana
Carabeillo Chico,Málaga,Nerja,Sí,No,No,No,150 metros,-430928.880800001,4403997.5259,Alto,Urbana
